,Canal_id,year,Canal_name,Sample_water_point,TEMP. (oC),  pH,DO (mg/l),H2S (mg/l),BOD (mg/l),COD (mg/l),SS (mg/l),TKN (mg/l),NH3N (mg/l),NO2 (mg/l),NO3 (mg/l),T-P (mg/l),T.Coliform (col/100ml),Sample_water_point (EN),Canal_name (EN)
312,41,2562,คลองรอบกรุง,สะพานผ่านฟ้า,29.58,7.04,1.76,0.01,7.92,58.00,42.67,5.09,1.43,0.32,1.76,0.46,1.43E+10,Phan Fa Bridge,Khlong Rob Krung
313,42,2562,คลองรอบกรุง,หลังตลาดนานา,29.58,7.06,2.08,0.23,14.92,76.33,38.83,8.40,3.57,0.19,2.18,0.94,3.55E+10,Behind Nana Market,Khlong Rob Krung
314,43,2562,คลองรอบกรุง,ปตร. บางลำภู,29.58,7.09,3.20,0.00,6.83,55.50,36.75,4.10,1.71,0.20,2.50,0.33,4.04E+10,Bang Lamphu Police Station,Khlong Rob Krung
315,51,2562,คลองรอบกรุง,ปตร. โอ่งอ่าง,29.58,7.08,2.70,0.00,5.92,61.17,40.83,4.57,1.92,0.26,2.57,0.72,1.31E+10,Police Station Ong Ang,Khlong Rob Krung
316,52,2562,คลองรอบกรุง,สะพานดำรงสถิต  (ถนนเจริญกรุง),29.58,7.10,1.39,0.02,7.00,57.83,25.00,4.72,1.86,0.41,1.93,0.52,2.88E+10,Damrongsathit Bridge  (Charoen Krung Road),Khlong Rob Krung
317,53,2562,คลองรอบกรุง,สะพานสมมตอมรมารค (ถนนบำรุงเมือง),29.58,7.12,1.12,0.01,7.00,55.25,23.42,5.28,2.43,0.35,1.71,0.49,2.88E+10,Somtom Amonmark Bridge (Bamrung Mueang Road),Khlong Rob Krung
318,61,2562,คลองมหานาค,สะพานดำรัส,28.50,6.87,2.18,0.00,6.75,61.08,48.25,4.63,2.05,0.28,1.68,0.63,9.55E+11,Damrat Bridge,Mahanak Canal
319,62,2562,คลองมหานาค,สะพานเจริญราษฎร์,28.50,6.90,2.05,0.00,7.67,58.08,59.83,4.53,1.72,0.25,1.41,0.57,4.89E+11,Charoen Rat Bridge,Mahanak Canal
320,63,2562,คลองมหานาค,เจริญผล,28.50,6.99,2.31,0.02,7.50,51.75,49.50,4.01,1.99,0.26,2.15,0.52,3.59E+10,flourish,Mahanak Canal
321,72,2562,คลองผดุงกรุงเกษม,สถานีสูบน้ำกรุงเกษม,28.50,7.00,2.08,0.00,7.42,50.25,26.67,4.62,1.74,0.30,1.71,0.59,1.48E+11,Krung Kasem Pumping Station,Khlong Phadung Krung Kasem
322,73,2562,คลองผดุงกรุงเกษม,สถานีรถไฟกรุงเทพ,28.50,6.99,1.44,0.00,7.50,54.08,15.83,5.22,2.38,0.20,1.15,0.57,2.50E+11,Bangkok Railway Station,Khlong Phadung Krung Kasem
323,74,2562,คลองผดุงกรุงเกษม,หน้ากรมวิเทศสหการ,28.50,7.04,2.90,0.00,5.42,53.67,25.83,3.45,0.98,0.26,2.58,0.33,8.92E+09,Department of Mutual Affairs page,Khlong Phadung Krung Kasem
324,75,2562,คลองผดุงกรุงเกษม,ตลาดเทวราช,28.50,7.13,2.54,0.00,6.25,52.00,26.42,3.08,0.85,0.13,2.58,0.43,3.73E+09,Thewarat Market,Khlong Phadung Krung Kasem
325,76,2562,คลองผดุงกรุงเกษม,ปตร. เทเวศน์,28.50,7.13,3.27,0.00,5.00,47.33,30.83,2.48,0.45,0.17,2.93,0.28,9.23E+09,Police Station Thewet,Khlong Phadung Krung Kasem
326,81,2562,คลองสามเสน,ปตร. สามเสน,29.42,6.88,1.29,0.03,9.08,52.67,12.00,5.75,3.09,0.27,1.81,0.82,5.83E+09,Samsen Police Station,Khlong Samsen
327,82,2562,คลองสามเสน,วัดโบสถ์,29.42,6.91,1.11,0.05,9.67,63.33,12.25,5.84,2.58,0.27,1.96,0.81,1.93E+12,Wat Bosat,Khlong Samsen
328,83,2562,คลองสามเสน,อนุสาวรีย์ชัยสมรภูมิ,29.42,7.03,1.52,0.04,9.75,54.25,30.83,4.95,1.96,0.29,2.63,0.73,6.69E+09,Victory Monument,Khlong Samsen
329,85,2562,คลองสามเสน,หลังแฟลตดินแดง,29.42,7.03,1.26,0.04,10.67,56.25,20.08,5.79,2.78,0.25,2.51,0.83,2.12E+10,behind Din Daeng flats,Khlong Samsen
330,90,2562,คลองแสนแสบ,ตลาดหนองจอก,29.50,7.08,3.50,0.00,5.42,34.83,43.33,4.43,1.44,0.10,1.35,0.44,2.30E+07,Nong Chok Market,Khlong Saen Saep
331,91,2562,คลองแสนแสบ,ถนนอโศกดินแดง,29.25,7.02,2.13,0.00,12.00,56.42,82.67,9.39,4.52,0.26,1.23,0.78,3.17E+08,Asoke Din Daeng Road,Khlong Saen Saep
332,92,2562,คลองแสนแสบ,ปตร.แสนแสบ (ถ.เพชรบุรี ซ.ประสานมิตร),29.33,7.09,2.15,0.01,12.92,61.00,87.42,10.03,6.08,0.23,1.18,0.87,6.21E+08,"Saen Saep Police Station (Phetchaburi Road, Soi Prasarnmit)",Khlong Saen Saep
333,93,2562,คลองแสนแสบ,ซอยเทพลีลา,29.33,7.17,1.53,0.05,11.08,51.83,47.25,12.14,6.98,0.02,1.48,1.00,1.19E+10,Soi Theplila,Khlong Saen Saep
334,94,2562,คลองแสนแสบ,สะพานบางกะปิ,29.33,7.24,1.38,0.06,12.17,59.67,43.08,12.97,8.03,0.02,1.54,0.97,5.63E+09,Bang Kapi Bridge,Khlong Saen Saep
335,95,2562,คลองแสนแสบ,วัดบำเพ็ญเหนือ,29.50,7.13,2.61,0.00,7.58,45.17,22.92,9.19,3.71,0.12,1.61,1.07,3.63E+07,Wat Bamphen Nuea,Khlong Saen Saep
336,96,2562,คลองแสนแสบ,มีนบุรี  (รร.สตรีวิทยามีนบุรี),29.50,7.16,2.83,0.00,7.08,38.42,25.67,7.71,3.41,0.12,1.55,1.18,1.03E+08,Minburi (Satri Witthaya Minburi School),Khlong Saen Saep
337,97,2562,คลองแสนแสบ,ปตร.แสนแสบ (ของกรมชลประทาน),29.50,7.15,3.49,0.00,6.08,37.42,21.58,7.70,2.60,0.16,1.58,0.60,1.62E+06,Saen Saep Police Station (of the Royal Irrigation Department),Khlong Saen Saep
338,98,2562,คลองแสนแสบ,สะพานประตูน้ำเวิลเทรดเซ็นเตอร์,29.33,7.29,2.09,0.00,9.58,58.08,54.17,7.80,3.33,0.27,2.01,0.60,9.63E+08,Pratunam World Trade Center Bridge,Khlong Saen Saep
339,99,2562,คลองแสนแสบ,ถนนเลียบวารี,29.50,7.19,3.74,0.00,4.17,42.42,33.50,4.34,1.37,0.15,1.72,0.35,2.90E+05,Along Waree Road,Khlong Saen Saep
340,99.1,2562,คลองแสนแสบ,ถ.สังฆสันติสุข ซ.โรงเรียนสุเหร่าใหม่,29.50,7.32,4.26,0.00,3.67,38.58,74.58,3.53,0.86,0.03,1.14,0.25,5.33E+05,Sangkhasantisuk Rd. Soi New Mosque School,Khlong Saen Saep
341,101,2562,คลองตัน,ปตร. คลองตัน,28.75,7.13,1.40,0.19,20.00,71.67,31.50,14.57,9.78,0.07,1.98,1.42,5.70E+09,Khlong Tan Police Station,Khlong Tan
342,112,2562,คลองเปรมประชากร,สี่แยกสะพานแดง,29.00,7.03,2.21,0.00,6.58,43.08,8.75,7.69,4.09,0.06,1.63,0.82,4.44E+10,Saphan Daeng Intersection,Khlong Prem Prachakorn
343,113,2562,คลองเปรมประชากร,ตลาดบางซื่อ,29.00,7.17,1.53,0.03,8.83,47.08,8.08,7.99,4.27,0.10,1.83,0.77,2.81E+10,Bang Sue Market,Khlong Prem Prachakorn
344,114,2562,คลองเปรมประชากร,ทัณฑสถานวัยหนุ่ม (ถ.งามวงศ์วาน),29.00,7.19,0.43,0.12,10.25,54.58,25.75,7.79,4.64,0.05,1.60,0.67,4.85E+10,Youth Correctional Institution (Ngamwongwan Rd.),Khlong Prem Prachakorn
345,115,2562,คลองเปรมประชากร,เทศบาลสงเคราะห์(วัดเสมียนนารี),29.00,7.18,1.17,0.06,9.00,48.92,14.92,7.62,4.15,0.07,1.52,0.78,1.01E+11,Municipal Songkroh (Wat Samian Nari),Khlong Prem Prachakorn
346,116,2562,คลองเปรมประชากร,ถนนเศรษฐศิริ(สะพานเกษะโกมล),29.00,7.18,2.23,0.00,7.17,50.92,12.83,6.39,3.27,0.13,1.91,0.78,3.33E+08,Setthasiri Road (Kesakomol Bridge),Khlong Prem Prachakorn
347,117,2562,คลองเปรมประชากร,ถนนศรีอยุธยา(วัดเบญจมบพิตร),29.00,7.21,3.32,0.00,6.25,49.33,20.00,5.42,1.15,0.24,2.18,0.39,1.16E+08,Sri Ayutthaya Road (Wat Benchamabophit),Khlong Prem Prachakorn
348,118,2562,คลองเปรมประชากร,ถนนแจ้งวัฒนะ,29.00,7.30,0.08,0.64,15.50,71.08,25.58,10.93,6.78,0.03,1.95,0.97,3.58E+12,Chaengwattana Road,Khlong Prem Prachakorn
349,119,2562,คลองเปรมประชากร,ถนนเตชะคุงคะ ใกล้ สน.ดอนเมือง,29.00,7.32,0.58,0.19,16.42,63.58,55.33,13.24,7.85,0.06,2.21,1.28,1.62E+14,"Techakungka Road, near Don Mueang Police Station",Khlong Prem Prachakorn
350,121,2562,คลองบางซื่อ,สะพานพิบูลย์สงคราม (ถ.ประชาราษฎร์ สาย 1),29.42,7.02,2.17,0.11,8.00,55.75,7.00,5.62,3.37,0.27,1.73,0.88,1.05E+10,"Phibunsongkhram Bridge (Pracharat Road, Sai 1)",Khlong Bang Sue
351,122,2562,คลองบางซื่อ,ถนนพหลโยธิน,29.42,7.09,2.63,0.03,8.33,54.92,9.50,6.02,3.95,0.24,1.97,1.11,1.95E+09,Phahonyothin Road,Khlong Bang Sue
352,123,2562,คลองบางซื่อ,ถนนรัชดาภิเษก (รร.เจ้าพระยาปาร์ค),29.42,7.14,1.76,0.04,9.58,55.58,11.33,7.10,3.60,0.17,1.89,1.24,4.82E+09,Ratchadaphisek Road (Chao Phraya Park School),Khlong Bang Sue
353,131,2562,คลองสาธร,ปตร. สาธร,29.00,7.00,1.64,0.22,12.33,71.17,18.58,6.23,2.08,0.16,2.02,0.90,1.22E+14,Sathorn Police Station,Khlong Sathorn
354,132,2562,คลองสาธร,สถานทูตซาอุดิอาระเบีย,29.00,6.98,0.21,0.67,18.58,91.75,26.17,10.45,6.97,0.09,1.45,1.05,1.41E+14,Saudi Arabia Embassy,Khlong Sathorn
355,133,2562,คลองสาธร,ติดถนนพระราม 4 ใกล้สะพาน-เบลเยี่ยม,29.00,7.00,0.21,1.11,19.33,97.92,29.25,11.21,6.82,0.06,1.53,1.01,3.25E+112,"Next to Rama 4 Road, near the bridge - Belgium.",Khlong Sathorn
356,141,2562,คลองช่องนนทรี,ถนนนราธิวาสราชนครินทร์,29.00,6.98,2.14,0.07,8.92,95.25,29.33,4.79,2.38,0.38,1.80,0.86,2.22E+13,Narathiwat Ratchanakarin Road,Khlong Chong Nonsi
357,142,2562,คลองช่องนนทรี,ถนนนราธิวาสราชนครินทร์ตัดแยก ถ.จันทร์,29.00,7.10,0.51,1.03,15.67,93.50,18.67,8.64,5.53,0.16,1.49,1.09,3.11E+14,Narathiwat Ratchanakarin Road intersects with Chan Road.,Khlong Chong Nonsi
358,143,2562,คลองช่องนนทรี,ก่อนแยกสาธร,29.00,7.11,0.34,0.28,18.25,93.17,16.92,11.71,7.74,0.16,1.57,1.33,2.97E+14,Before Sathorn Intersection,Khlong Chong Nonsi
359,144,2562,คลองช่องนนทรี,ตัดถนนสีลม,29.00,7.18,0.08,0.68,35.42,115.50,43.42,14.05,9.26,0.01,1.88,1.49,2.79E+15,Intersecting Silom Road,Khlong Chong Nonsi
360,145,2562,คลองช่องนนทรี,ตัดถนนสุรวงศ์,29.00,7.18,0.00,0.72,35.33,105.42,51.33,20.98,14.63,0.00,2.14,1.78,1.04E+15,Surawong Road intersection,Khlong Chong Nonsi
361,146,2562,คลองช่องนนทรี,หน้าโรงงานควบคุมคุณภาพน้ำช่องนนทรี,29.00,7.04,2.41,0.11,9.00,101.08,35.92,7.78,3.56,0.34,2.54,0.93,1.69E+14,In front of the Chong Nonsi Water Quality Control Factory,Khlong Chong Nonsi
362,151,2562,คลองบางไส้ไก่,ถนนเจริญนคร,28.50,7.09,0.18,0.41,25.33,77.08,13.75,12.57,8.10,0.15,1.27,1.18,2.27E+14,Charoen Nakhon Road,Khlong Bang Sai Kai
363,152,2562,คลองบางไส้ไก่,ถนนตากสิน,28.50,7.13,0.00,1.35,33.25,90.92,11.25,15.08,10.79,0.07,1.51,1.50,6.11E+14,Taksin Road,Khlong Bang Sai Kai
364,161,2562,คลองสมเด็จเจ้าพระยา,สะพานท่าดินแดง,28.50,7.07,0.50,0.31,21.17,76.00,15.58,11.35,6.40,0.10,1.58,1.14,5.91E+14,Tha Din Daeng Bridge,Somdej Chao Phraya Canal
365,162,2562,คลองสมเด็จเจ้าพระยา,หน้าโรงพยาบาลสมเด็จเจ้าพระยา,28.50,7.13,0.47,0.30,19.50,72.92,14.42,9.63,6.19,0.13,1.43,1.14,7.03E+14,In front of Somdej Chao Phraya Hospital,Somdej Chao Phraya Canal
366,171,2562,คลองห้วยขวาง,ชุมชนห้วยขวาง,29.33,7.11,0.09,0.69,32.33,100.25,13.67,15.95,10.00,0.03,1.98,1.64,2.42E+15,Huai Khwang Community,Huai Khwang Canal
367,173,2562,คลองห้วยขวาง,ถนนสุทธิสารวินิจฉัย,29.33,7.15,0.18,0.48,34.50,96.42,23.08,18.39,10.30,0.01,2.16,1.68,2.85E+15,Sutthisan Winitchai Road,Huai Khwang Canal
368,174,2562,คลองห้วยขวาง,ถนนรัชดาภิเษก,29.33,7.15,0.00,1.04,27.50,90.08,16.25,17.92,10.18,0.02,1.99,1.58,2.49E+15,Ratchadaphisek Road,Huai Khwang Canal
369,175,2562,คลองห้วยขวาง,ถนนวัฒนธรรม ใกล้สถานฑูตเกาหลี,29.33,7.22,0.05,0.79,23.58,75.08,7.08,15.72,9.45,0.01,1.80,1.41,6.96E+14,Cultural Street near the Korean Embassy,Huai Khwang Canal
370,180,2562,คลองลาดพร้าว,สน.วังทองหลาง,29.48,7.13,0.79,0.08,15.83,63.58,12.92,13.26,8.23,0.02,1.73,1.09,6.50E+11,Wang Thonglang Police Station,Khlong Lat Phrao
371,181,2562,คลองลาดพร้าว,ถนนประชาอุทิศ,29.33,7.29,1.13,0.20,11.08,57.42,8.42,8.37,5.12,0.02,1.35,1.03,2.35E+13,Pracha Uthit Road,Khlong Lat Phrao
372,182,2562,คลองลาดพร้าว,ร.ร.พิบูลย์อุปถัมภ์  (ถนนลาดพร้าว),29.33,7.28,1.23,0.08,10.83,60.50,9.67,8.41,4.73,0.07,1.36,0.83,1.08E+13,Phibun Uppatham School  (Lat Phrao Road),Khlong Lat Phrao
373,183,2562,คลองลาดพร้าว,วัดบางบัว,29.33,7.28,1.29,0.05,10.42,56.83,13.17,8.33,4.57,0.11,1.35,0.95,5.23E+11,Bang Bua Temple,Khlong Lat Phrao
374,184,2562,คลองลาดพร้าว,ถนนเกษตร - นวมินทร์,29.33,7.26,0.85,0.04,10.50,50.92,15.08,10.41,5.54,0.08,1.48,1.08,4.62E+11,Kaset - Nawamin Road,Khlong Lat Phrao
375,191,2562,คลองบางน้ำชน,ถนนเจริญนคร,28.50,7.10,0.16,0.62,24.33,89.25,13.83,12.23,8.09,0.15,1.54,1.25,1.10E+14,Charoen Nakhon Road,Khlong Bang Nam Chon
376,192,2562,คลองบางน้ำชน,ถนนพระเจ้าตากสิน,28.75,6.69,0.63,0.52,22.17,80.42,30.42,8.73,4.70,0.02,1.56,1.12,4.20E+15,Phra Chao Taksin Road,Khlong Bang Nam Chon
377,201,2562,คลองดาวคะนอง,ถนนเจริญนคร,28.58,6.90,2.90,0.00,6.17,57.25,14.75,3.50,1.10,0.21,2.08,0.88,7.77E+10,Charoen Nakhon Road,Khlong Dao Khanong
378,202,2562,คลองดาวคะนอง,ถ.พระเจ้าตากสิน หลังโรงเก็บขนมูลฝอย,28.58,6.93,2.83,0.00,5.92,54.00,16.83,4.07,1.57,0.26,2.09,0.85,7.62E+09,Phrachao Taksin Rd. Behind the garbage storage shed,Khlong Dao Khanong
379,211,2562,คลองบางขุนเทียน,ท่าน้ำวัดบางขุนเทียนนอก(ถ.จอมทอง 19),28.75,6.79,2.53,0.00,5.42,47.08,11.58,5.08,2.53,0.20,1.42,0.73,3.84E+09,Bang Khun Thian Nok Temple Pier (Chom Thong Road 19),Khlong Bang Khun Thian
380,212,2562,คลองบางขุนเทียน,ถนนพระรามที่ 2,28.75,6.82,2.69,0.00,7.33,54.17,11.50,5.09,2.30,0.16,1.38,0.71,3.98E+07,Rama 2 Road,Khlong Bang Khun Thian
381,221,2562,คลองภาษีเจริญ,ร.ร.วัดรางบัว  (ถ.เพชรเกษม 33),28.25,6.97,2.02,0.00,5.08,39.42,14.67,5.06,1.95,0.18,1.65,0.64,1.58E+08,Wat Rang Bua School (Phetkasem Road 33),Khlong Phasi Charoen
382,222,2562,คลองภาษีเจริญ,ถนนมาเจริญ  (ถนนเพชรเกษม 81),28.25,7.08,1.86,0.15,8.42,47.83,8.08,6.20,3.08,0.21,1.98,1.00,3.30E+08,Macharoen Road (Petchkasem Road 81),Khlong Phasi Charoen
383,231,2562,คลองอ้อมนนท์,ท่าน้ำวัดโตนด,29.25,6.84,2.63,0.00,5.25,52.83,44.00,4.68,2.09,0.13,2.20,0.31,7.72E+06,Wat Tanot Pier,Khlong Om Non
384,232,2562,คลองอ้อมนนท์,ท่าน้ำวัดประชารังสรรค์,29.25,6.88,2.77,0.00,4.42,47.00,32.17,3.43,1.31,0.12,2.27,0.46,1.34E+07,Wat Pracharangsan pier,Khlong Om Non
385,241,2562,คลองบางละมุด,ตรงข้าม รร.เทคโนโลยีพระรามหก),29.33,6.82,1.19,0.03,9.08,52.92,7.08,5.84,3.53,0.21,1.88,0.91,4.11E+11,Opposite Rama VI Technology School),Khlong Bang Lamut
386,251,2562,คลองมอญ,ถนนอรุณอัมรินทร์,29.17,7.04,2.78,0.00,5.50,45.08,31.17,3.20,0.98,0.32,2.31,0.38,1.28E+09,Arun Amarin Road,Khlong Mon
387,252,2562,คลองมอญ,ถนนจรัญสนิทวงค์,29.17,7.08,2.39,0.00,5.67,50.25,28.67,3.13,1.18,0.23,2.16,0.41,1.69E+09,Charansanitwong Road,Khlong Mon
388,261,2562,คลองบางกอกน้อย,ถนนอรุณอัมรินทร์,31.83,7.03,2.60,0.00,5.33,48.75,37.42,3.25,1.07,0.19,3.02,0.30,1.47E+08,Arun Amarin Road,Bangkok Noi Canal
389,262,2562,คลองบางกอกน้อย,ท่าน้ำวัดสุวรรณาราม,29.17,7.05,2.55,0.00,5.33,55.00,40.08,3.04,0.72,0.21,3.12,0.32,1.06E+07,Suwannaram Temple Pier,Bangkok Noi Canal
390,263,2562,คลองบางกอกน้อย,ทำน้ำวัดชลอ (ถ.บางกรวย-ไทรน้อย),29.25,6.85,2.78,0.00,4.58,46.50,29.92,2.71,0.83,0.19,2.61,0.26,2.89E+06,Make water at Wat Chalo (Bang Kruai-Sai Noi Rd.),Bangkok Noi Canal
391,264,2562,คลองบางกอกน้อย,ซอยร่วมวงศ์พัฒนา (ถ.บางกรวย-ไทรน้อย),29.25,6.92,3.07,0.00,4.92,45.58,32.08,3.41,1.08,0.23,2.50,0.29,1.32E+06,Soi Ruamwong Phatthana (Bang Kruai-Sai Noi Rd.),Bangkok Noi Canal
392,265,2562,คลองบางกอกน้อย,ท่าน้ำวัดอุทยาน (ถ.บางกรวย-จงถนอม),29.25,6.96,2.61,0.00,5.17,51.00,40.42,3.22,1.38,0.24,2.13,0.33,1.47E+06,Wat Utthayan pier (Bang Kruai-Jongthanom Rd.),Bangkok Noi Canal
393,271,2562,คลองพระโขนง,ปตร. พระโขนง,28.75,7.13,2.08,0.18,11.50,64.58,19.33,8.17,5.83,0.13,1.89,1.16,1.12E+10,Phra Khanong Police Station,Khlong Phra Khanong
394,272,2562,คลองพระโขนง,สะพานพระโขนง  (ถนนสุขุมวิท),28.75,7.21,2.58,0.18,10.58,56.67,16.67,10.08,5.69,0.15,1.84,1.14,4.50E+09,Phra Khanong Bridge (Sukhumvit Road),Khlong Phra Khanong
395,281,2562,คลองบางนา,หน้ากรมอุตุนิยมวิทยา  (ถนนสุขุมวิท),29.08,7.17,0.23,1.00,21.25,80.75,10.92,14.23,10.06,0.07,1.91,1.33,8.68E+13,Meteorological Department page  (Sukhumvit Road),Khlong Bangna
